Medio	Pregunta
Página	¿Cómo intenta la universidad aportar a la sinergia entre Universidad - Empresa? ¿Actualmente con qué beneficios cuentan los egresados para la inclusión laboral y/o ingreso a posgrados? En la figura de Estudiante Auxiliar, ¿Se cuenta con una retroalimentación para ambas partes (Área en la cual se desempeñó y al estudiante)?
Página	No estoy de acuerdo con las convocatorias para seleccionar personal administrativo de carrera. Existen cargos muy específicos, que requieren formación específica y conocimiento específico y no general. Es posible que para seleccionar una secretaria se pueda realizar una prueba general. Pero por ejemplo para laborar como tractorista u técnico en un laboratorio de riegos, se requiere una persona que haya estudiado el tema y que tenga experiencia. Actualmente se está seleccionando personal sin conocimientos específicos ni experiencia. Personal que tarda uno o dos años (o mucho más) en desempeñar sus funciones de manera adecuada y segura. La Universidad debe elegir a los mejores, con evaluaciones similares a las que realizan para seleccionar a sus estudiantes, y luego estudiar bien las hojas de vida, los títulos y la experiencia.
Página	Deseo saber cuando puedo pedir una cita con medicina general en Palmira, gracias.
Página	Mi inquietud es, como se ajustaría la cantidad grupos y cupos para inscribir materias si no se puede llevar a cabo el tope normal en ellas. Gracias
Página	¿El periodo académico de 2020-1 se extenderá?
Página	Quiero saber ¿cómo se esta pensando la inclusión étnica a la Universidad Nacional en estos momentos? y ¿Cómo las sedes de frontera están aportando a esto?
Página	Soy profesor pensionado de la Univ. Nac. de la sede Medellín y tengo un problema con la configuración de la cuenta de correo electrónico (caramire@unal.edu.co). No me deja iniciar una sesión de de teleconferencia usando Meet. Me dice que no tengo los permisos correspondientes y que me ponga en contacto con el administrador de la cuenta. Quedo a la espera de alguna respuesta. Gracias y una feliz tarde. Carlos Ramírez
Página	¿Para el próximo semestre se ofertara todas las materias regularmente se dictarán materias con las cuales se puedan trabajar vía Internet? gracias
Página	La Universidad ha considerado la instalación de una oficina de Información para los visitantes de la sede Bogotá, ya que es muy frecuente ver personas que no saben con certeza a donde dirigirse y no es facil guiarlos en especial cuando vienen buscando servicios de los laboratorios de la sede.
Página	Hola, quisiera saber sobre como es el procedimiento para cambio de programa para el 2020-2 en posgrado Soy estudiante de Maestria en ciencia y tecnologia de alimentos y seria para hacer cambio en la misma facultad y con malla curriculares muy similares gracias
Página	Buenas tardes. Qué se ha pensado o echo con respecto a la reposición de las prácticas y rotaciones de la carrera de Medicina Veterinaria. MV en pantalla no es MV.
Página	¿Que pasara con los trabajos de grado en modalidad practicas academicas, que se realizaran en las estaciones agrarias de la universidad, dado la situacion de crisis mundial?
Página	¿Como se encuentra actualmente Marengo frente a los múltiples factores de la practicidad y la inversión para la facultad de Ciencias Agrarias?
Página	¿ qué solución o de qué manera la universidad ayudará a estudiantes que no cuentan con computador para las clases virtuales? Como es mi caso, quisiera estudiar el siguiente semestre pero se me es imposible debido a la falta de equipo. Quisiera saber. Gracias
Página	¿Que se está haciendo desde la administración de la UNAL-Medellín o que plan se está llevando a cabo para que todos aquellos estudiantes que no son de Medellín y que aún no han podido retornar al seno de sus hogares por motivos de las reiteradas prolongación de de la cuarentena y la restricción al transporte intermunicipal no lo han podido hacer, y se encuentran varados en la ciudad de Medellín?. Hablo por experiencia propia, realmente me encuentro muy preocupado, angustiado y con mucha incertidumbre de no saber cuándo volveré a casa, creo que hasta mi salud mental y física se han deteriorado. Solo espero que en algún punto de las circunstancias nuestros clamores y peticiones tengan resonancia en los diferentes escenarios sociales, y no se invisivilece solo con aquellos que quieren volver del exterior. Sino que muchos estamos atrapados incluso en nuestro propio país.
Página	Me gustaría saber si después de esta cuarentena como será el procedimiento para la natación o va a permanecer cerrada, igualmente la duda de los protocols a seguir sobre los semestres
Página	¿En que avance va la construcción del edificio de Arquitectura y para cuándo se harán intervenciones a los edificios como Diseño Gráfico y Cine y TV que están en riesgo por su deterioro?
Página	¿Cómo ha pensado la Universidad impactar y reducir el desigual porcentaje de estudiantes mujeres y hombres, especialmente en el mayor número de mujeres al ingresar pero menor número al egresar?
Página	Teniendo en cuenta la emergencia sanitaria, la Universidad Nacional seguirá con la estrategia de tele trabajo?
Página	Cuando va a dar ayudas a los estudiantes de posgrado que estamos viviendo esta situación de crisis sin ninguna ayuda
Página	¿Que metodologia se utilizara para la selección de cupos en las asignaturas para el periodo academico 2020-2 en la sede medellín teniendo en cuenta la alta demanda de estos?
Página	Considero que el manejo que se le ha venido dando al proceso gradual de virtualización de la educación y al apoyo a los estudiantes y al HUN es adecuado. Se está realizando intervención en muchos frentes (social, económico, académico, en salud...) con la mejor disposición y organización, aunque falta darle más difusión a las propuestas/solicitudes de ayuda, para que la comunidad en general pueda colaborar con la consecución de más recursos (económicos, físicos...) a quien y en donde se necesiten en la UNAL. Las redes sociales y los medios de comunicación podrían ayudar mucho a estos fines.
Página	Muy completo informe,aunque faltó número de trabajadores ODS
Página	Esta situación de cuarentena preventiva ha sido compleja para muchos estudiantes. A pesar de esta dura experiencia, me remito a ustedes para expresar mi inmenso agradecimiento pues, gracias a mis magníficos y capaces docentes, he tenido la posibilidad de estudiar y continuar con mi carrera porque ellos han sabido repartir la enseña y exigencia característica de nuestra amada Universidad, cuna de personajes críticos e innovadores. Quiero expresar mi admiración, respeto y agradecimiento, especialmente, a mis docentes de este semestre quienes, gracias a su experiencia siguen respondiendo con grandeza, y más aún, ante el reto de la formación virtual. Ellos renuevan, investigan y buscan distintas maneras de regalar aprendizaje. Extiendo esta gratitud al área de psicología, bienestar y apoyo al estudiante, gracias a ellos, estamos recibiendo un espacio de crecimiento personal y salud mental muy necesarios para nosotros. En general, gracias Universidad Nacional de Colombia por tomar este gran reto.
Página	muy interesante la información de la pagina, pero pues no la conocía hasta este correo
Página	¿qué planes tienen para las materias prácticas en el siguiente semestre? ¿cómo se sostiene la universidad económicamente después de reducirse apoyos económicos por parte del Gobierno? ¿qué pasará con los grupos estudiantiles durante la pandemia y el siguiente semestre?
Página	¿Cuando se podrá volver a realizar ceremonias de grado en el León de Greiff teniendo en cuenta las adecuaciones que se están llevando a cabo actualmente?
Página	BUENAS TARDES: LAS AYUDAS ECONÓMICAS A LOS ESTUDIANTES.¿POR QUE FUERON SUSPENDIDAS? 2.POR QUE LOS ESTUDIANTES DEL SEMESTRE 2019 2S.NO FUE POSIBLE MATRICULARSE EN EL SEMESTRE 2020 1S?
Página	Entiendo las medidas que se están tomando por la pandemia, pero ¿que pasa con los estudiantes que nos hemos visto afectados por la falta cupos y oferta de cursos que nos esta impidiendo culminar efectivamente nuestras carreras?
Página	Felicitaciones a las directivas de la Universidad Nacional de Colombia por la forma con la que han manejado la situación de esta pandemia, con los programas que nos han enviado por Bienestar, por los ejercicios de cafam, la prevención y talleres con positiva, gracias por estar pendiente de nuestra salud en este aislamiento.
Página	¿Va a seguir el proceso de movilidad saliente internacional para el periodo 2020-II?
Página	Saludo. Soy egresado, durante mi carrera nunca o casi nunca encontré jabón de manos en los baños. Por favor, garanticen que siempre halla jabón de manos en los baños públicos.
Página	Soy estudiante de primer semestre y por razones personales NO pienso matricularme para el 2020-II así que mi pregunta es: En caso de que no hayan estudiantes de primero para el 2020-II y por tanto la cantidad de estudiantes que entrarían a segundo en el 2021-I se vea reducida, ¿Existe garantía para que aquellos que, como yo, deciden hacer su segundo semestre en el 2021-I puedan hacerlo sin inconvenientes debido al bajo número de estudiantes en los distintos grupos de las asignaturas?
Página	por que no se destina presupuesto a adecuacion de rampas y accesos para personas en situacion de discapacidad? en la universidad acen falta muchos pasos para personas en sillas de rueda, como de la plaza central acia la salida de la cll 45
Página	¿ porqué en los concursos para encargos le piden al participante colocar los años de experiencia dentro de la institución? ¿acaso la información fidedigna no la posee la División de personal Administrativo de la sede? Y según normativa nacional no se debe solicitar información que la institución posea
Página	#LaUNALcuenta En el semestre 2020-2 va a aplicar el programa de exención de pago para los 15 mejores promedios de cada carrera?
Página	¿Que opciones se tiene como recién egresado de acceder más fácilmente a un posgrado en la universidad? y a su vez ¿que programas tiene la universidad para obtener titulo conjunto con otras instituciones al momento de realizar un posgrado
Página	¿Cómo ampliar los programas para fomentar o empezar a cosechar el bilingüismo en la universidad?
Página	Desde los últimos 3 años ¿se ha capacitado al estudiantado para poder ejercer veeduría en los procesos internos de la universidad, con énfasis en los que implican gasto presupuestal?
Página	¿Se ha hecho un balance sobre la eficiencia de los mecanismos para informar al estudiantado sobre como se ha desarrollado el proceso de transparencia en la contratación de la universidad?
Página	interesante el correo la una cuenta, por ahora no tengo interés por ahora, gracias, y lo más importante es CUIDARSE
Página	¿Cómo aplicar la enseñanza en otros idiomas dentro de las carreras del pregrado en la universidad de cara a fortalecerse en los Rankings Internacionales?
Página	¿Cómo se pueden crear trabajos de medio tiempo para estudiantes de pregrado y posgrado? Actualmente existen algunos programas que pagan a estudiantes pero el requisito de PBM muchas veces no es medidor exacto de la situación de cada estudiante y presentarse no es precisamente algo versátil.
Página	Con tantas necesidades de no sólo de funcionamiento, sino también de inversión, porque razón no evaluar la política del 25% dirigido a inversión de investigación, y fomentar más la búsqueda de oferta de recursos para la investigación por otras fuentes de financiación que se tienen en el país y en el mundo?. Evaluar ese porcentaje y dejar recursos para aquellas áreas que no se les oferte financiación y que pueden ser importantes para la humanidad. Desconcentrar este porcentaje, por períodos de tiempo a proyectos que requieren una inversión sostenida, como es necesidades de mejoras de infraestructura sea física o tecnológica estratégicos para la Universidad (estos últimos que han tomado relevancia en esta época de crisis).
Página	si en algun momento quiero postularme como contratista con la universidad, ¿dondé puedo ver los parametros o convocatorias?
Página	Buenas tardes, quisiera saber si este semestre se van a realizar las pruebas para inglés intensivo, y si no es así, Como se va a poder ingresar a las materias de ingles intensivo?? muchas gracias.
Página	¿Por qué la facultad de ciencias económicas es la más gomela de la U
Página	¿Cuales han sido los avances en la recuperación de las infraestructura física, especialmente de la facultad de artes y arquitectura de la Sede - Bogotá y que proyectos hay en este aspecto? Una recomendación es fortalecer y promocionar el sistema de donaciones para la Universidad.
Página	Las carreras de ingeniería aeronáutica y mecatronica están en los planes a futuro para la sede medellín?
Página	Para enfrentar el déficit de profesionales de la cuarta revolución industrial, ¿qué nuevos posgrados tienen proyectado ofrecer y qué modificaciones harán en los pensum de pregrado para cerrar estás brechas? Para dar un poco más de claridad, hoy tenemos en el portafolio posgrados de analítica e inteligencia artificial, pero existe la brecha en temas de automatización y arquitectura de procesos, IoT, blockchain, Cyber Risk... entre otros. De ante malo mil gracias por la respuesta
Página	¿El próximo semestre será virtual? De ser así, ¿Habrá rebajas en el costo de la matrícula?
Página	¿Qué tipo de estrategias nuevas y/o diferentes van a diseñar para promocionar carreras de la Universidad Nacional de Colombia que aún siguen sin darse a conocer plena y adecuadamente en el mercado laboral nacional (como Ingeniería Biológica)? Muchas de esos egresados no pueden participar en convocatorias porque no aparece la carrera como tal (y no les permiten inscribirse como tal)
Página	¿Cuándo se volverá a ofertar la beca de Estudiante Sobresaliente de Posgrado (BESP), debido a que aparece como NO OFERTADA?
Página	Una pregunta En esta cuarentena están realizando ventas? Y por qué medios de pago y envíos?
Página	Ademas de los proyectos PGP, que otras alternativas tienen los estudiantes de pregrado para realizar investigaciones?
Página	Como puedo solicitar un certificado de notas del pregrado de la FCE- Bogotá?
Página	¿Cómo se ayuda a los egresados a buscar oportunidades de empleo? ¿Cómo ha sido la preparación de la comunidad universitaria para los nuevos retos en la educación que pusó la pandemia?
Página	La Universidad Nacional de Colombia, en caso de que aparezcan contagios del COVID - 19 dentro de la comunidad universitaria, al regreso de las instalaciones, que posición tomaría la administración de la Universidad?
Página	Porque remodelaron la plazoleta de la esfera si estaba en buenas condiciones y no arreglaron el sendero peatonal entre química, farmacia y la plaza central que esta bastante regular.
Página	¿Cuales son los mecanismos para asegurar el buen uso de los recursos de la universidad? ¿Que organismo hace control sobre el gasto de los mismos? ¿Porqué se bajó el presupuesto para los grupos de trabajo? Si el presupuesto de las universidades públicas debió aumentar
Página	¿Cómo es el proceso de financiación para las excursiones, salidas de campo y apoyos en viajes? Cuando uno va a solicitar le niegan pues según no hay recursos suficientes.
Página	¿Por qué programas curriculares como el de Lingüística tiene tan pocos docentes de planta, cerca de 40% son ocasionales y siempre hay inconvenientes con la contratación docente a inicio de semestre, pues según la facultad, ho hay los dineros suficientes
Página	"Buenos días, quisiera saber quien controla las ventas de las ""chazas"" dentro de la universidad, ya que en algunas ocasiones me he encontrado con productos que no serían aptos para su venta ni cumplen con las reglas mínimas de limpieza. Hay alguien encargado de revisar que todo esté relativamente bien o eso es cuestión de cada vendedor?"
Página	Durante el 2019 ¿Cuánto fue el dinero destinado a la adecuación de espacios y reparación de edificios como el de Diseño Gráfico?
Página	Como puedo realizar las compras via online y el envio se paga aparte o esta incluido en la compra?
Página	Buenos días Podrían decirme cuando hay inscripciones para la Maestría en Medio Ambiente y Desarrollo
Página	Hola todos, gracias por este espacio. Una inquietud que tengo y que con seguridad es un tema que está en proceso, es como y con que frecuencia se actualizan adaptan los programas en función de las nuevas necesidades de mercado. Se que se trabaja en ello, pero como egresado me gustaría informarme mejor. Muchas gracias.
Página	¿Qué hacen con el dinero de las ventas de las unidades productivas de MARENGO?
Página	¿ Cual es la facultad con mas profesoras o con es la facultad con menos ? ¿Por donde puedo resiviar asesoria si quiere hacer doble titulaciòn?
Página	"Si según el calendario académico hasta el 05 de junio se llevaba a cabo el ""estudio y decisión sobre las solicitudes de traslado pregrado"". ¿Por qué no nos han dado respuesta?"
Página	Por qué la facultad de medicina veterinaria y zootecnia no cuenta con cafetería?
Página	Quisiera saber si en la universidad hay contagios con el COVID 19 y que se ha hecho con respecto a eso.
Página	durante el 2019, como y cuantos de los dineros recibidos por la universidad fueron divididos entre las direfentes facultades
Página	Universidad nacional entre las mejores universidades del mundo, muchas felicitaciones.
Página	Me gustaría conocer en el último periodo cuáles fueron las inversiones realizadas en infraestructura y cuáles más están proyectadas. Cordial saludo,
Página	Me agrada que haya un espacio donde pueda comentar varias cosas sobre proyectos
Página	¿la universidad esta contemplando la idea de un semestre híbrido entre presencial y virtual, se podría garantizar una educación de calidad?
Página	ante la desfinanciacion de la Universidad que ha hecho la institución en el periodo? que ha conseguido para superar el problema?
Página	Como llevara la universidad el proceso de clases el otro semestre?
Página	Cuando se llegue a la 3 fase de apertura en la universidad Nacional que se implementara para que no se llenen las estaciones de transmilenio de la universisdad
Página	Buenos días! Como ha afectado financieramente a la UNAL la pandemia?
Página	Mi pregunta es sobre los procesos de cancelación de asignaturas ya que no se ha hecho efectiva en el sistema académico y muchas personas tenemos la historia académica bloqueada, para qué fecha estaría definida o efectiva la situación académica??
Página	Mi pregunta es: ¿Cuál ha sido el aporte más importante de la Universidad Nacional de Colombia en el marco del posacuerdo? ¿Cuáles metas del plan se han logrado en este contexto y qué recursos se han invertido para lograrlas?
Página	¿Por qué hubo un aumento tan drástico de la matrícula entre 2019-2 y 2020-1?
Página	¿Cómo se asegurará el buen aprendizaje en materias que incluyen laboratorios? Siendo los laboratorios de materias con parte magistral una herramienta importante academicamente y muy útil.
Página	A dónde se pueden reportar fallas, daños, fugas, etc, de los baños de la sede en Medellín?
Página	¿Hay algún tipo de descuento en los posgrados para estudiantes de pregrado? ¿Depende de la sede?
Página	Hace unos meses hicieron una encuesta para saber la opinión de la comunidad universitaria acerca del gentilicio de los estudiantes y egresados de la Universidad Nacional. Me gustaría saber ¿Cuáles fueron los resultados de la encuesta?
Página	¿están preparadas las plataformas para un regreso a clases de forma virtual? ¿los profesores están adecuando sus cursos para ser dictados de forma virtual?
Página	Me gustaría saber que pasó en la Sede Bogotá, con el proceso para el nuevo edificio de Artes y qué va a pasar con el edificio de la Facultad de Ciencias Agrarias que se estaba hundiendo. Además siempre me he preguntado, porque las sedes funcionan tan independientes, tanto que los rankings las muestran como otras universidades?
Página	Estoy próxima a graduarme en la primera ceremonia de grados de 2020 en la Sede Medellín, y será de manera virtual debido a la emergencia actual. ¿Qué posibilidades hay de que se realice una ceremonia presencial cuando la situación lo permita?
Página	¿ El otro semestre será presencial?
Página	Hola, cree que el proceso de admisión para el 2020-2 es justo para las no admitidos teniendo en cuenta el ICFES y no el hecho de haberse preparado para este examen?
Página	¿Qué medidas de bioseguridad y señalización se están llevando a cabo en el campus en las primeras fases, para retomar clases presenciales?
Página	¿De que depende el inicio de la tercera fase relacionada con volver a las aulas?
Página	Estoy interesado en contestar las preguntas
Página	Mi pregunta es la siguiente, Que pasara con las practicas empresariales del 2020-2?
Página	La mayoría de iniciativas son buenas, pero me inquieta saber ¿cómo focalizan los esfuerzos? ¿Basados en qué? Gracias
Página	En general los productos de la tienda son de excelente calidad y los precios son asequibles. Cabe resaltar que los estampados son muy resistentes y la calidad de las materias primas es buena
Página	¿Se está desarrollando algún proceso para mejorar las condiciones de infraestructura de la carrera Estudios Literarios?
Página	¿Qué pasado con los programas de investigación en las sedes de presencia nacional? ¿Qué programas de integración a las sedes andinas se tiene para los estudiantes PEAMA que realizan movilidad? ¿Se les está dando los programas sociales necesarios a los estudiantes PEAMA para que se logre una equidad en los diferentes aspectos con los estudiantes capitalinos? ¿Por qué los estudiantes PEAMA no obtienen una reubicación al cambiar de sede o se les hace un descuento en la matrícula?
Página	¿Cual es la disposición legal donde se establece que los egresados hacen parte de la comunidad universitaria? ¿En que actividades programadas por la universidad podrían participar los egresados ?
Página	¿ Por que no existen subsidios en alimentación para estudiantes de posgrado? y ¿cual es el tiempo limite que destina la universidad para realizar cambios de rector y como va ha mejorar la rectora actual el déficit en el la calidad académica dejado por la virtualidad y como tambien la univesidad ayudara a los estudiantes de posgrados a solventar los gastos de matricula ?
Página	Cuál es el legado más importante de la universidad nacional de Colombia?
Página	Si yo quiero tener un producto de la tienda Unal y no tengo dinero ¿Cómo puedo obtenerlo? Es una pregunta que me he hecho hace mucho. Lo bueno es que ya sé que puedo ganar un obsequio haciendo una pregunta, tal vez una. Pero la pregunta es ¿Qué pregunta es adecuada para ganar un obsequio que requiere de una pregunta? La respuesta es una pregunta que te haga cuestionar y dudar sobre la misma respuesta. Espero poder ganar así sea un posillo jajaja
Página	Por cobran más dinero por derechos de grado individual que en ceremonia colectiva?
Página	¿Por qué a algunos auxiliares o monitores se les da un apoyo económico tan paupérrimo? ¿Existe algún sitio donde uno se pueda enterar de ofertas laborales para egresados de áreas agrícolas, agronómicas o zootecnistas? (específico para éstos dentro de la UNAL) ¿Se ha pensado en la mejora de laboratorios ubicados en el bloque 11 de la sede Medellín?
Página	Quiero saber si ya hay un protocolo definido para las personas que tenemos enfermedades de base, para el regreso a actividades laborales.
Página	Exitos y sastifacion
Página	Exitos y sastifacion para emprender
Página	Exitos y sastifacion para emprender
Página	Cuándo abrirán la universidad para estudiantes y doncentes?
Página	¿Qué estrategias se han pensado en cuanto a la continuación de la educación virtual como una forma de difundir el conocimiento a las regiones más apartadas del país, en algunas de las cuales ya hace presencia la UN? Es bien sabido que debido a la falta de docentes en estas sedes, algunos estudiantes de PEAMA se atrasan en sus estudios. Sin embargo, la educación virtual parece brindar una manera de que pueda brindarse ciertas asignaturas de manera virtual. Por otro lado, ¿cómo garantizar que todos tengan acceso a la virtualidad? (No sólo referido a los dispositivos, sino también a la cobertura de las redes de telecomunicaciones)
Página	¿Cuál es la proporción de profesores de profesores de planta en relación a los ocasionales?
Página	¿Por qué la UN es la mejor?
Página	La situación del coronavirus está un poco tensa, y más para mí que hago movilidad a la ciudad de Bogotá el próximo semestre,¿que hago?
Página	Teniendo en cuenta la situación de contingencia que atravesamos, ¿Han considerado que la tienda virtual de la sede Medellín tenga un catálogo virtual y realice envíos?
Página	¿Cómo hace la UN para que el examen de admisión sea incluyente ante una sociedad tan desigual (tanto económica como intelectualmente) como la colombiana? ¿Cómo se evita el elitismo de este examen?
Página	Quisiera saber en la facultad de medicina cuál es la rentabilidad de proyectos de extensión. Y por qué se acabó el grupo de esgrima de la universidad. Gracias.
Página	Mi pregunta es la siguiente: Teniendo en cuenta el aumento de incidencia en investigaciones científicas de la universidad para el país. ¿cuáles son los indices de aumento, tanto de presupuesto, como en número de proyectos financiados con respecto a semestres pasados?
Página	¿Como se tiene proyectada la inversión para mejoramiento de laboratorios en los siguientes años?
Página	¿Si yo quiero aplazar el próximo semestre solamente tengo que no inscribirme ni pagar matrícula?
Página	¿Cuál es la proporción que busca obtener la universidad en los NSE 1 y 2 con el nuevo sistema de admisiones?
Página	La mejor universidad. Debemos defender la educación pública
Página	La mejor universidad. Debemos defender la educación pública
Página	Mi nombre es Juan Sebastián Suárez Niño, recién graduado de medicina de la UNAL 2020-1. La presente es para solicitar información sobre el programa de posgrado de medicina interna y el proceso de selección. Adicionalmente para averiguar sobre la admisión automática a la especialidad de Medicina Interna, sin embargo también quisiera saber sobre los planes de aplazamiento de cupo por si deba realizar el rural, o si por ejemplo me gustaría primero trabajar un periodo de tiempo para adquirir experiencia y habilidades en el tema laboral antes de ingresar a la residencia por admisión automática, saber si es posible y hasta que límite de tiempo se puede hacer. Me interesa saber si puedo presentarme para Admisión automática en 6 meses o un año, o si debo presentarme ahora y aplazar el cupo para después.
Página	1. ¿Cuáles son los planes de mejoramiento para la infraestructura física de la facultad de ingeniería? 2. Hace unos meses me citaron para realizar una entrevista acerca de mi percepción del plan de estudios, querían reformarlo. ¿En qué va eso? Veo necesario integrar más materias que hablen sobre la ética en la ingeniería. (para la facultad de ingeniería)
Página	¿Que debería preguntar?
Página	¿Que debería preguntar?
Página	Buenas noches cordial saludo Solo queria darles las gracias por estar apoyandonos en estos momentos de aislamiento con nuestro campus.Claro que seria bueno un premio para seguir llevando en nuestros corazones el rercuerdo de nuestra U. Un abrazo y bendiciones
Página	En la parte de transparencia, es posible saber que personas han hecho un uso inadecuado del presupuesto y que repercusiones tuvieron? He sabido (sin poder confirmar) de despilfarro de dinero dentro de la U, así como detrimento por irresponsabilidad, quien y como esta pendiente de casos por el estilo?
Página	¿Por qué no hay becas para maestría? ¿Hay admisión automática a doctorado?
Página	Quisiera saber si hay alguna fecha estimada para la reanudación de la Convocatoria para el Apoyo a Proyectos de Investigación y Creación Artística de la Sede Bogotá de la Universidad Nacional de Colombia 2019. Gracias.
Página	Qué mecanismo utiliza la universidad para corregir procesos que son demorados
Página	¿ Por que los pre grados de filología e idiomas extranjeros no tienen una vinculación con universidades del exterior que manejen pre grados similares, de tal modo que se pueda hacer doble titulación o avance de carrera en el exterior?
Página	¿Qué Impactos tendrá esta pandemia en la forma en la que se gestiona la universidad ? ¿Que cambios podrán ocurrir cuando la normalidad académica retorne en 2021?
Página	Saldrán convocatorias de doble diploma para Francia en la facultad de ingeniería para irse el año 2021?
Página	¿Qué instrumentos de evaluación e indicadores utiliza el programa de rendición de cuentas para garantizar la transparencia en la administración UNAL?
Página	¿Porqué en el proceso de selección de personal para encargos se toman demasiado tiempo (mas de dos meses), si las pruebas son sistematizadas?
Página	¿Qué instrumentos de evaluación e indicadores utiliza el programa de rendición de cuentas para garantizar la transparencia en la administración UNAL?
Página	Covid-19 y discapacidad al interior de la U.N, cómo vamos, como iremos a estar?
Página	¿Porqué el Tribunal Disciplinario no esta compuesto por abogados que asesoren los fallos de primera instancia?
Página	Hola! Quizás como muchos estudiantes, quisiera saber la UNalMed qué protocolos de bioseguridad y distanciamiento social en los diferentes espacios con alto flujo de personas o grupos con alta participación, planea implementar para garantizar la salud de toda la ciudadanía y, si UniSalud cuenta con los recursos para hacer un retroalimentación y mantenimiento en la medidas de auto cuidado.
Página	¿Porqué no se han estandarizado los procesos y procedimientos en las facultades, específicamente el las secretarias de Facultad y Unidades Administrativas? ¿ Acaso no somos una sola universidad?
Página	¿Si se logra pagar las matrículas de los estudiantes, podría ser un ensayo piloto de que el gobierno si puede financiar la educacion superior pregrado?
Página	¿Quiénes fueron los fundadores del departamento de sociología de una UNAL sede Bogotá?
Página	que pasa con el sistema de información de egresados de sede Manizales que desde que me gradué no he podido acceder la primera vez
Página	Se va a tener algún tratamiento o modalidad ETC, especial para los estudiantes que tuvimos que cancelar materias en este semestre. Es decir en mi caso tuve que cancelar solo una materia de este semestre por lo que si se sigue la inscripción con normalidad siempre iré una materia atrasada en semestre según plan curricular.
Página	¿Qué ha sucedido con la planta docente ocasional de la Universidad? Muchos de los docentes ocasionales, además de la contratación por servicios u obra/labor, han expresado que han sido removidos de la planta. Adicionalmente, ¿se ha prestado ayuda a los estudiantes, pregrado y posgrado, así como administrativos, durante la crisis? Mil gracias.
Página	¿Qué ha sucedido con la planta docente ocasional de la Universidad? Muchos de los docentes ocasionales, además de la contratación por servicios u obra/labor, han expresado que han sido removidos de la planta. Adicionalmente, ¿se ha prestado ayuda a los estudiantes, pregrado y posgrado, así como administrativos, durante la crisis? Mil gracias.
Página	buenas tardes quisiera saber¿ cuales son los alivios con los estudiantes de postgrado cuando no se han podido firmar contratos de proyectos de investigación? ¿que pasara con los recursos de estos proyectos que están detenidos?¿cual es el paso a seguir para dar cumplimento a los proyectos si no se puede por la contingencia el ingreso a los laboratorios?
Página	Cordial saludo. ¿Cómo se llevará a cabo el proceso de admisión de estudiantes de pregrado para el periodo 2021 - 1? ¿En qué fechas se desarrollará este? Gracias por la atención.
Página	¿ Que criterios van a tener para la liquidación de la matricula para el próximo semestre ?
Página	la Universidad Nacional esta pensando en asumir la elaboración de una vacuna frente a COVID 19 y que papel a desempeñado la universidad en estos tiempos de pandemia?
Página	Quisiera saber de qué manera llevará a cabo la universidad la recuperación presupuestal e incluso académica que conlleva la deserción de muchos estudiantes debido a la forma remota de las clases. Siendo que muchos piensan aplazar el siguiente semestre y esto es una posible entrada a la deserción.
Página	¿Como sera la adaptación de la universidad en los próximos semestres mientras dure la contingencia? recordando que no solo se puede depender de la virtualidad y que sera durante un tiempo indefinido
Página	"por que escogieron el #LaUNALcuenta que es tan parecido al eslogan de la Universidad Sergio Arboleta ""donde tu si cuentas""?"
Página	¿La universidad me ayuda para poder establecer un convenio para intercambio académico con la Universidad Nacional de Seúl o debo encargarme yo sola de contactar a la otra universidad?
Página	Hay alguna forma de evitar que un profesor sobre el que pesan acusaciones por abuso de poder y acoso dicte clase en la Universidad Nacional? Que es lo que podemos hacer para prevenir que continúen sucediendo cosas como estas en la UN?
Página	¿Qué procedimientos debo seguir para establecer un convenio entre la universidad y la cancillería para el desarrollo de las practicas de consultorio jurídico II?
Página	cuales son los protocolos para el reinicio de clases presenciales
Página	¿Existe algunas opciones de alivio para el semestre 2020-2 para los estudiantes de posgrado, que por motivos de la pandemia y demás, perdieron contratos laborales o se encuentran sin empleo estable o formal, y tengan limitaciones para poder pagar el semestre que se avecina?
Página	Cuando podré volver a mi querida y añorada UNAL?
Página	¿Como han manejado las ventas durante la pandemia? ¿cuando ds al quitarnos espacios en la torre de informatica le retribuyeron algo a los alumnos? ¿Los dinero recaudados se usan en algo para el campus o alumnos?
Página	quiero participar
Página	¿Cómo ha gestionado la UNAL el proceso para solicitar al Gobierno Nacional el desembolso efectivo del dinero de la Ley de Honores?
Página	Cada cuanto cambian de diseños? ¿Quien diseña los estampados de sacos, botilitos, pocillos, etc etc?, me encantan esos productos y mas porque me recuerda mi hermosa universidad. Abrazos
Página	Qué protocolos de seguridad se tendrán para regresar a la universidad?
Página	Qué protocolos de seguridad se tendrán para regresar a la universidad?
Página	Porqué la biblioteca virtual no funciona al 100%?
Página	¿Se tiene alguna posición con respecto a la apertura del próximo semestre de materias prácticas ?(Como los laboratorios)
Página	Soy una de las abuelitas de la Universidad, tengo 55 años, este retorno a las clases ha sido dificil, y justo me ha correspondido esta etapa virtual por la pandemia, la tecnología era casi un campo desconocido, la biblioteca no me ha ofrecido las suficientes herramientas en la biblioteca, casi todas la plataformas de investigación estan cerradas, por lo cual he tenido que recurrir a la web de google....
Página	¿Como recibir asesoramiento por parte de ORI, para planear un postgrado en el exterior, en casos donde hay limitaciones económicas?
Página	¿Por qué son tan limitados los cupos y los horarios en el programa explora?
